"playerID","runs","doubles","triples","HR","BB","SO","singles"
"abramcj01",0.128,0.04,0,0.016,0.032,0.216,0.176
"abramcj01",0.106918238993711,0.0440251572327044,0.0125786163522013,0,0.00628930817610063,0.144654088050314,0.20125786163522
"abreujo02",0.141430948419301,0.0665557404326123,0,0.0249584026622296,0.103161397670549,0.183028286189684,0.212978369384359
"acunaro01",0.15203426124197,0.0513918629550321,0,0.0321199143468951,0.113490364025696,0.269807280513919,0.182012847965739
"adamewi01",0.147424511545293,0.0550621669626998,0,0.0550621669626998,0.0870337477797513,0.294849023090586,0.127886323268206
"adamsri03",0.0985915492957746,0.028169014084507,0,0.0352112676056338,0.0845070422535211,0.323943661971831,0.112676056338028
"adelljo01",0.082089552238806,0.0447761194029851,0.00746268656716418,0.0298507462686567,0.041044776119403,0.399253731343284,0.141791044776119
"adriaeh01",0.0595238095238095,0.0238095238095238,0,0,0.0952380952380952,0.261904761904762,0.154761904761905
"aguilje01",0.0891566265060241,0.0433734939759036,0,0.036144578313253,0.0650602409638554,0.255421686746988,0.156626506024096
"ahmedni01",0.134615384615385,0.0384615384615385,0,0.0576923076923077,0.0384615384615385,0.288461538461538,0.134615384615385
"alberha01",0.0833333333333333,0.0576923076923077,0.0128205128205128,0.0128205128205128,0.0192307692307692,0.16025641025641,0.16025641025641
"albieoz01",0.145748987854251,0.0647773279352227,0,0.0323886639676113,0.0647773279352227,0.190283400809717,0.149797570850202
"alcanse01",0.113207547169811,0.0377358490566038,0.0188679245283019,0.0188679245283019,0.0188679245283019,0.245283018867925,0.113207547169811
"alcanse01",0.145299145299145,0.0512820512820513,0,0.0427350427350427,0.0769230769230769,0.273504273504274,0.170940170940171
"alfarjo01",0.09765625,0.0546875,0,0.02734375,0.04296875,0.3828125,0.1640625
"allengr01",0.144067796610169,0.0338983050847458,0,0.0169491525423729,0.0847457627118644,0.355932203389831,0.135593220338983
"allenni02",0.103678929765886,0.0434782608695652,0,0.0133779264214047,0.0635451505016722,0.214046822742475,0.150501672240803
"almoral01",0.12093023255814,0.0465116279069767,0.00465116279069767,0.0232558139534884,0.0790697674418605,0.213953488372093,0.148837209302326
"alonspe01",0.159128978224456,0.0452261306532663,0,0.067001675041876,0.112227805695142,0.214405360134003,0.159128978224456
"altuvjo01",0.195445920303605,0.0740037950664137,0,0.0531309297912713,0.125237191650854,0.165085388994307,0.172675521821632
"alvaryo01",0.202127659574468,0.0617021276595745,0.00425531914893617,0.0787234042553192,0.165957446808511,0.225531914893617,0.161702127659574
"anderbr06",0.127218934911243,0.0473372781065089,0.0029585798816568,0.0236686390532544,0.109467455621302,0.298816568047337,0.14792899408284
"anderti01",0.150602409638554,0.0391566265060241,0,0.0180722891566265,0.0421686746987952,0.16566265060241,0.243975903614458
"andruel01",0.115819209039548,0.0677966101694915,0,0.0225988700564972,0.0847457627118644,0.175141242937853,0.146892655367232
"andruel01",0.138121546961326,0.0441988950276243,0,0.0497237569060773,0.0497237569060773,0.165745856353591,0.176795580110497
"andujmi01",0.09375,0.0208333333333333,0,0.0104166666666667,0.03125,0.229166666666667,0.197916666666667
"aquinar01",0.0926640926640927,0.0501930501930502,0,0.0386100386100386,0.0656370656370656,0.38996138996139,0.108108108108108
"arandjo01",0.128205128205128,0.0512820512820513,0,0.0256410256410256,0.102564102564103,0.294871794871795,0.115384615384615
"arciaor01",0.119617224880383,0.0430622009569378,0,0.0430622009569378,0.100478468899522,0.244019138755981,0.157894736842105
"arenano01",0.131059245960503,0.0754039497307002,0.00179533213644524,0.0538599640933573,0.0933572710951526,0.129263913824057,0.161579892280072
"arozara01",0.122866894197952,0.0699658703071672,0.00511945392491468,0.0341296928327645,0.0784982935153584,0.266211604095563,0.15358361774744
"arraelu01",0.160877513711152,0.056672760511883,0.00182815356489945,0.0146252285191956,0.0914076782449726,0.0786106032906764,0.243144424131627
"arroych01",0.114285714285714,0.0571428571428571,0.00357142857142857,0.0214285714285714,0.0464285714285714,0.175,0.203571428571429
"astudwi01",0.0925925925925926,0,0,0.0185185185185185,0.0185185185185185,0.0555555555555556,0.222222222222222
"azocajo01",0.118811881188119,0.0445544554455446,0.0148514851485149,0,0.0594059405940594,0.217821782178218,0.198019801980198
"baddoak01",0.149253731343284,0.0149253731343284,0.00995024875621891,0.00995024875621891,0.119402985074627,0.318407960199005,0.169154228855721
"baderha01",0.142276422764228,0.0284552845528455,0.0121951219512195,0.0203252032520325,0.0528455284552846,0.191056910569106,0.195121951219512
"baezja01",0.115315315315315,0.0486486486486487,0.00720720720720721,0.0306306306306306,0.0468468468468468,0.264864864864865,0.151351351351351
"barneau01",0.173184357541899,0.0335195530726257,0,0.0446927374301676,0.150837988826816,0.206703910614525,0.134078212290503
"barnhtu01",0.0569395017793594,0.0355871886120996,0,0.00355871886120996,0.0889679715302491,0.263345195729537,0.181494661921708
"barrelu01",0.038961038961039,0.0649350649350649,0,0.012987012987013,0.0779220779220779,0.220779220779221,0.155844155844156
"bartjo01",0.130268199233716,0.0229885057471264,0,0.0421455938697318,0.0996168582375479,0.42911877394636,0.149425287356322
